,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_1468,9.30587,9.045618,8.522193,8.977912,8.342172,9.243669,8.940798,8.667481,8.257435,8.102443,8.637096,8.598544,8.25415,8.712572,8.692853,7.776828,8.712348,7.953952,7.766887,8.732296,6.879203,9.594399,7.839771,8.474878,8.110431,8.254221,8.785011,8.291617,8.971908,8.020113,8.710438,7.037745,7.60134,8.221225,9.084846,8.507248,8.057255,8.413903,8.679396,8.9581,8.264869,9.171327,8.8993,9.002078,8.560188,8.547419,9.072832,8.759249,8.704526,8.019046
gene_1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4319973,0,0,0.5592471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_1470,10.908092,5.789974,10.893908,9.907917,9.28635,7.685162,7.274373,8.583681,7.984601,9.479036,9.082346,5.675822,9.600459,10.729918,9.993306,9.276036,7.952992,7.212492,6.107908,9.833708,6.506142,3.190631,7.491019,9.286262,6.067497,8.126085,10.431989,10.660664,6.285017,8.69519,9.174589,9.593068,5.383124,8.901292,9.756253,8.502736,8.323762,8.011311,9.479295,10.458499,4.619237,10.064258,9.370753,7.15862,4.407781,9.506369,9.036921,11.391082,8.243869,7.557104
gene_1471,8.646159,8.196096,6.834509,8.145351,8.827867,8.087102,10.617256,9.973927,8.507525,7.187283,9.359499,11.240475,9.544737,8.014099,7.862024,9.375556,8.484215,11.068617,10.059412,7.666693,10.0387,7.829602,9.370123,9.762271,11.249054,8.911542,9.36941,7.41312,9.123426,8.467516,7.692943,8.864592,8.984361,8.929554,7.886227,9.003403,10.810797,9.322023,9.703622,9.660832,10.397963,8.149788,8.285633,11.886668,11.468298,9.238624,9.265141,9.064619,8.159417,8.907909
gene_1472,2.92467,2.3289513,1.0741629,3.0064417,2.1412039,3.3243354,7.6068641,2.5888285,2.5116198,3.1414328,2.1463945,1.9054664,1.565987,3.3437489,2.8250936,3.5525615,6.3634059,3.8026689,1.1906149,2.7403232,4.2015711,6.5651326,4.3426259,2.8339628,0.9024981,3.1600489,3.9019771,4.8295046,1.0666059,2.8685287,5.5398815,0.7213289,2.499578,3.650845,1.069221,4.2175099,7.7090493,4.5685976,4.8756032,3.9857099,2.5974597,1.9204839,3.4370812,2.9947245,2.4480023,4.3504831,2.8436422,4.7719173,3.4854912,7.470122
gene_1473,7.234683,5.985915,6.608002,5.524474,7.544037,6.976661,11.462845,7.151453,7.696008,7.65689,7.626709,6.601708,6.473188,7.453773,7.071977,9.113151,9.727657,8.094954,7.310549,5.888558,7.622806,8.850828,7.303406,5.133383,6.347109,8.218704,6.658897,9.220284,6.497986,6.923518,8.367773,7.72679,10.04464,7.614379,5.847065,8.345396,13.287509,8.82046,7.295861,8.129015,6.687271,5.151388,7.994529,8.421972,6.790537,8.882432,6.494158,8.178894,8.354981,9.199125
gene_1474,6.748636,4.182414,5.776009,6.865535,7.186243,6.917014,4.968851,6.357483,5.783391,6.143075,6.339699,5.91867,6.496935,4.912109,3.955908,5.394374,4.886301,6.238968,5.260135,6.194363,6.750486,3.847526,3.939763,5.714825,6.414964,5.3157,6.187655,6.391304,6.529893,5.684322,6.022747,4.662604,4.723422,5.134644,6.582455,4.622597,6.357691,5.537871,6.069485,4.693916,6.470143,6.410997,6.247517,6.576177,6.554268,3.743526,5.503632,6.201079,6.379886,2.912439
gene_1475,5.2282338,2.8040122,1.509037,3.3110526,5.6829412,3.8765955,8.6261288,4.8362877,3.8773222,2.4996036,2.5440897,7.366226,4.9856097,1.8108955,3.737081,2.075738,2.729879,5.2986693,4.3295183,5.453985,3.3678044,3.0892608,5.3213004,9.7153906,7.0304685,4.0373295,6.919209,1.6702058,3.8381147,3.2498094,4.9483485,0,5.8823643,1.6453328,6.1025763,2.2087982,4.4276464,4.4581786,0.7716321,2.3012364,8.574321,5.1297405,6.0360747,7.7143623,6.981807,1.6580058,6.5994145,3.5578757,2.0682581,2.133695
gene_1476,7.685737,9.053834,9.888226,9.746541,10.253623,9.1546,9.200065,9.362974,10.167895,9.595474,9.224472,9.374055,9.498556,7.978848,10.111944,10.093655,10.008022,10.043711,9.117238,9.888069,10.880494,9.370382,9.467369,8.505621,10.969322,9.939113,8.625486,10.074891,9.381143,9.895524,9.283165,9.960667,9.298848,8.16158,9.140653,9.657068,9.7873,9.679705,9.186067,8.366978,10.767911,9.541658,10.25224,9.795634,9.70813,10.840432,8.510313,9.470584,10.489356,9.819347
gene_1477,5.2097692,5.1582724,3.0002524,3.5735563,5.72076,4.1493732,4.2352139,4.4917056,4.9483906,3.2442782,4.3110526,2.9755935,4.6618465,6.237774,3.7582285,5.8750993,9.6318864,4.9873573,6.0876474,1.9415195,6.7732315,2.1648828,6.2167206,2.3825566,3.2107317,7.6438129,3.1980226,2.5462401,4.7496952,2.8685287,3.1414818,4.68096,3.5682997,4.7127773,3.7687666,3.8707198,4.4181765,5.9382858,4.4366016,6.5066353,2.8201994,4.7646752,6.9778409,1.1571084,2.3543957,4.3843814,4.3517343,4.8471401,3.9468618,5.957845
gene_1478,11.267091,10.378663,10.221515,10.737881,10.928074,10.805172,9.943965,10.551679,10.085247,10.438282,10.933123,10.190936,10.478638,11.247637,11.283592,11.022389,11.026904,10.231581,10.721749,11.026503,10.742832,10.944361,10.325901,11.045964,10.455276,10.484209,10.877445,11.151949,10.190516,10.286304,11.114029,10.104966,10.603534,10.660468,10.908663,10.956587,10.500812,10.823104,10.632523,10.790397,10.303347,10.738548,11.279082,10.218224,10.322424,10.30065,10.211998,11.283731,10.819197,11.244625
gene_1479,6.1494931,4.5002348,2.9322313,3.3920838,5.0121217,6.1230661,5.1059043,5.5055258,5.1416576,4.6509885,4.7156628,1.4416959,5.424949,4.9520167,4.3201958,3.8496791,6.6855057,3.6408523,2.2772111,4.3176369,4.9581977,1.1119661,3.7118142,4.4132217,0.5206485,4.4705108,3.8060147,4.7011387,4.0919114,5.905322,2.1879261,0,2.1671652,5.7708185,5.7473525,2.7395457,4.2874058,5.2032912,5.3788272,5.4231647,2.5974597,5.7823824,5.9159678,6.1437975,3.451765,2.4235782,7.3831081,3.7473015,1.0392788,1.071694
gene_1480,0,0,0,0,0,0,0,1.8106899,0,0,0,0,0,0,0,0,0.4319973,0,0,0,0.4462562,0,0,0,0,0,0,0,0,0.3952822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4956952,0.4252444,0,0,0,0,0
gene_1481,7.59025,6.816049,8.661311,8.120036,6.891042,7.879185,6.413833,5.687047,8.746487,9.575887,8.222747,5.197787,7.399539,6.478899,6.71684,7.034997,7.894933,6.6835,6.186221,8.427514,6.734479,6.828581,9.025264,4.387045,6.304109,7.783784,7.996891,6.56984,9.384298,8.515519,6.895739,8.680683,6.392628,7.036954,7.828143,7.587733,6.804673,7.33854,6.484942,7.546624,5.897376,6.798388,9.319286,5.696152,5.2226,7.409569,6.775591,8.108023,7.563623,8.510313
gene_1482,9.2115258,2.7623701,9.8501415,10.5854884,0,9.8726026,0.531868,8.4947676,1.683921,10.2575646,2.7157177,3.5412546,9.2094046,0,0,0,1.6296597,0.799336,0.4011936,8.8103949,0.7865964,0.4720718,2.6542064,0,2.7334194,5.4809856,0.972325,0.4889263,3.6217237,4.7464794,2.0706984,0,3.470706,3.650845,8.622762,0,0,4.4581786,0,1.8556708,3.9836595,10.2077709,8.0340231,0.4956952,2.0304773,0.7886857,8.7391123,0.7916891,0,3.7138278
gene_1483,6.6496528,1.5908176,1.8397581,2.8742461,6.2702505,5.7498667,8.8377257,6.9612992,4.6476829,5.1782286,6.2392109,8.1011931,6.1695322,4.766012,3.9033758,5.7960188,4.7269511,7.9185949,7.3365333,5.1135172,4.0519637,3.7006062,4.6117213,8.6026618,7.6630101,5.9875574,2.9512148,4.5100251,5.5977665,7.6106779,4.3618245,5.3989523,6.464103,6.471776,6.1886205,2.6113377,8.7497287,7.9309029,5.9108118,5.6023708,7.5094267,5.9863085,5.493215,9.0740906,8.1900864,4.3157691,7.6472425,0,3.2918245,5.6289135
gene_1484,4.604617,6.1685217,2.1098286,2.5668395,5.774194,4.5439412,5.0680559,6.6108698,7.7036891,5.3949188,4.5408332,4.3380107,6.0030917,4.361263,2.8250936,5.3972862,5.1378682,4.201328,4.5110821,5.1524512,7.2630814,5.0332468,6.4279128,3.5039593,1.3341106,4.7370485,2.2773897,3.0464387,7.3805303,4.2923695,4.3865627,6.1443992,5.1027589,4.9519934,6.1105094,4.6996516,3.8041568,5.0967552,2.7227502,7.0439787,5.1710707,5.9735745,5.7780351,2.0977456,2.4480023,6.2373878,5.9311559,1.3000065,5.2849582,4.5933837
gene_1485,7.442446,4.198117,5.350402,7.309267,6.707014,7.245153,8.29245,7.348277,10.308589,6.38894,9.053557,8.893074,7.995021,3.959826,4.212873,7.409832,5.802299,10.044722,9.086088,7.729199,6.096384,8.307938,8.129917,2.023291,9.954484,8.354368,9.294033,4.404052,7.550193,8.859842,5.561772,7.395483,8.233016,7.17974,8.760663,6.512379,8.918315,8.073499,5.156146,7.841155,9.43843,6.654226,8.389098,8.797921,9.027187,4.876379,6.654424,8.280761,4.443123,7.06967
gene_1486,4.304861,5.615925,3.06521,4.132091,4.865216,5.309158,5.956861,6.442909,5.130424,5.990767,5.626719,6.866648,5.371287,4.872499,3.207096,5.366336,5.410846,6.807947,6.242347,4.21102,4.975089,6.220363,5.26466,6.619608,6.122577,6.250963,3.592517,3.755561,5.374907,4.527389,5.483655,4.210911,7.43672,5.239704,5.5418,3.62728,4.902185,5.334107,4.712001,5.393656,8.173157,4.234754,5.185676,6.920722,5.922443,5.41657,5.408807,3.392963,5.757994,5.563356
gene_1487,0,0,0,0.4348817,0,0.5154097,0,0,1.4113178,0.7242137,0,0.4257815,0,0,0,0,0,0,0,0.9612529,0,0,0.8126214,0,0,0.8430995,2.9512148,0,1.4978423,1.6808194,0,0,0.4729036,0,0,0,0,0,0.4330663,0,0,0,0,0,0.4252444,0.3132459,0,7.0269107,0,0
gene_1488,3.9260374,0.587845,4.5304204,6.1640984,2.2312788,3.5526476,0.531868,6.573367,0.3523066,4.6509885,1.8360857,3.4980849,4.5455298,0,0.7791336,3.3138988,0.4319973,3.7638789,3.9474511,4.9013207,0.7865964,0,0,2.7542675,2.7334194,0,0.5665716,1.1442422,4.6272566,4.425278,0.439038,3.5083653,2.6850655,0,4.2571691,0.6488335,0,1.458592,3.8382459,1.8556708,4.4517057,5.4560472,4.5493303,2.8380845,4.2081817,2.8201585,5.910133,0.7916891,2.2836848,1.071694
gene_1489,3.0179575,1.0043935,0.4525954,1.267356,2.6128007,2.0020184,7.035437,2.3048615,3.559296,3.2442782,3.1921468,2.7731313,1.3609822,2.1137338,1.6545272,2.0463514,5.5781991,5.4450976,3.1201528,1.9415195,1.6667112,1.349705,2.6542064,5.6115472,3.1764664,3.4317433,2.8585778,2.898189,1.9703383,3.8631257,2.7420925,0,1.8935564,3.650845,2.8157189,0,5.5183967,8.6737613,4.3648805,3.5745254,3.5987106,2.5883009,3.3283195,4.281854,4.0677764,2.1358632,3.4207114,4.651178,1.931267,5.4765826
gene_1490,11.364512,10.854261,10.457073,11.354034,10.978038,10.803461,10.999556,10.99262,9.725138,11.530314,11.047144,11.381921,11.204223,11.156886,10.793668,10.766206,10.836902,10.944858,10.846532,11.053057,11.305155,11.329998,10.087953,10.586633,11.140331,10.826572,11.205347,11.230633,10.112661,10.28732,11.018757,10.812402,10.846556,11.52188,11.075894,9.883838,11.030902,10.938631,11.183989,11.437924,11.399582,11.158408,10.361494,11.055499,11.705948,11.160174,11.509473,10.58668,10.059993,10.84385
gene_1491,9.507309,9.678533,8.876802,8.916787,8.692664,9.082162,9.055242,8.899454,9.482854,9.0169,9.08917,9.069361,8.970923,7.833807,8.245752,9.081345,11.23666,9.704187,8.360492,9.116378,9.599892,10.312883,10.351182,9.119387,9.101448,9.041114,9.324658,8.911344,8.707363,8.132094,9.451642,9.310892,9.238975,9.214984,8.581995,9.027151,8.758396,9.517093,9.36599,9.329985,9.460669,9.479966,8.949862,9.05975,9.314984,8.580036,8.659475,8.673267,9.279543,9.614563
gene_1492,0,1.1747899,0,0,0,0.5154097,0.9196833,1.4810406,0.6353365,1.2041407,0.5144,2.9112122,0.4773665,0,0,0.5332643,0,2.4440309,1.1906149,0,0.4462562,0.4720718,0,0,1.8511194,1.3716704,0,0.8535167,0,0,0,0,2.8493988,2.0541191,0.6315234,0.6488335,0.7999991,0.9062749,0.4330663,1.6702512,1.8853791,0,0.4784024,1.7908971,2.6971288,1.1456775,0,0.7916891,1.2672361,0
gene_1493,6.1901427,0.3236583,0.7965978,1.9314183,6.2542199,4.718789,6.1314228,4.6022371,7.428201,4.7934746,4.8503094,1.6133902,7.4457019,0.5018213,0.4414835,2.4521473,1.9231872,6.7345335,4.3389164,2.8390929,7.034865,2.8468543,2.0092397,12.11637,0.2836848,2.9289388,3.1203519,0.4889263,2.8484176,10.5924757,1.8030617,0,1.3514587,4.5922417,3.5152457,0,4.2874058,2.9988454,1.0357647,2.8301539,5.5065067,6.4114703,3.5382153,3.4384392,4.0677764,6.3053194,5.0344843,0,4.9494416,6.8182115
gene_1494,9.8051135,4.8286417,5.8970104,7.6242398,8.1005047,7.9510399,8.0807003,7.2933153,8.1706111,9.7122106,6.9131886,7.8060275,8.4251949,1.4136482,2.6714293,8.6468143,8.5257988,8.8580836,7.5928233,7.4726584,9.1477086,9.5048448,4.0449886,9.3528688,9.3798505,9.2980007,9.435041,3.470628,8.2980809,9.2046518,6.6825171,5.0492648,6.801689,7.6525582,8.5379095,6.0876198,8.9500076,7.2829401,3.1782047,7.9212816,8.287957,8.6830929,9.0355992,8.9741191,5.3248538,5.0017887,8.4641863,2.2189671,6.1280727,8.1535368
gene_1495,10.876141,7.183635,8.324109,10.749836,10.041591,9.663948,10.050257,10.615207,9.975174,10.765311,10.028721,9.919441,10.419981,7.154271,10.031315,11.290612,8.556889,10.38217,10.474,9.905268,11.466122,9.1093,7.03459,10.95541,10.389094,9.537209,6.436597,7.04564,7.902279,9.383439,9.238842,8.819732,9.758383,9.768608,10.387253,9.164832,10.496484,9.300183,7.913811,10.186956,10.058452,10.787103,10.29757,9.987903,8.259513,8.458997,10.956928,4.268898,9.249012,9.670256
gene_1496,7.01469,5.0308701,0.7965978,6.4691648,6.3069731,8.5703605,6.5709243,6.1101126,5.9637238,6.9106727,6.0281381,7.3120933,7.2551702,2.7706599,5.9427115,7.3517697,7.7244456,6.2575123,6.626261,4.6793562,5.6208855,5.6817051,2.5648171,7.3527232,6.835722,4.6331871,3.8060147,2.4429966,3.5783229,5.104626,4.654447,2.7035659,3.786795,5.825315,5.7024165,0.6488335,7.6623123,5.3953199,5.1842009,7.3483387,6.7245002,7.2101843,4.7939011,7.887379,7.7197653,3.0904131,4.6340414,0.7916891,6.1779855,5.6606891
gene_1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_1498,9.713964,11.081909,10.195298,10.09819,10.5499,10.494246,10.360704,9.932206,10.584699,10.379086,10.796056,10.405461,10.093246,10.431853,11.433278,10.739283,10.95906,10.326283,10.745078,10.399299,10.88077,12.220321,10.002759,11.377211,10.812025,10.447713,11.085924,10.062424,10.485145,9.677434,10.641609,10.799063,10.803679,10.527516,9.898344,10.310806,10.436805,10.129257,10.639259,10.321004,10.808852,9.749216,9.912943,10.352496,10.450902,10.93977,9.931162,10.609816,11.089437,10.676186
gene_1499,6.075477,5.321437,4.252189,5.119846,5.632577,5.125986,5.837308,5.793397,5.560605,5.125312,8.039922,4.584981,4.945041,5.454495,5.696033,6.4333,4.360926,4.864429,4.570688,4.597066,3.165848,6.498744,5.812996,4.561045,3.999558,5.463789,6.988935,4.78797,6.521095,6.558988,3.141482,3.804714,5.018937,7.184965,5.991034,6.05102,4.751565,4.766918,5.550294,8.228958,4.262125,5.301591,5.216366,4.631261,4.775946,6.415982,6.265,5.821856,6.791072,6.564742
gene_1500,0,1.0043935,0,0.4348817,2.2312788,0.5154097,0,1.2828549,0.3523066,0.7242137,2.514097,0.7541179,2.2991274,0.8734195,0.7791336,1.6942562,0.4319973,0,1.1906149,0,0,0.4720718,2.0092397,0.4679055,0.2836848,1.8663937,0.5665716,0.4889263,1.8293625,0.3952822,2.5799283,0,4.1441443,4.7970026,0,3.0673289,0,2.6427478,1.4596414,0.9054279,0.7429548,0,0.4784024,0,2.0304773,1.9671686,0,0,4.1319022,2.7025689
gene_1501,7.462453,4.030601,5.852436,5.774139,6.580658,6.649847,6.627119,5.974552,4.319033,5.904987,5.057333,6.009419,5.005997,7.516315,5.393385,5.830669,4.39555,5.236431,4.616099,3.970762,3.415623,3.962697,3.485491,5.552116,3.187863,4.756666,4.145702,5.215966,5.748705,5.087611,5.557637,4.122325,2.849399,6.483685,6.762096,5.351544,4.252771,5.100435,5.824055,6.710049,4.666115,6.142712,4.985154,4.736643,5.6581,4.527627,7.293012,2.218967,5.450535,5.577075
gene_1502,13.113916,12.009209,9.464885,12.657995,14.307678,13.114515,16.587652,14.305734,13.427562,12.379327,13.781319,13.936417,11.978675,14.084667,12.97067,14.811771,12.028832,14.977414,14.983969,12.706436,14.530601,13.726293,12.923331,12.485603,12.30777,14.159201,12.541474,12.544329,13.051342,12.456429,12.984,14.063892,14.920437,14.112228,14.330686,13.842694,14.47177,13.239252,14.038353,13.785228,13.991575,10.743227,13.181711,12.956915,14.401686,13.673718,12.719235,8.419695,13.530175,13.488543
gene_1503,5.2487777,5.7228512,8.4811294,6.2059496,0.8897072,6.7877589,0,6.6055714,1.8030617,6.1044981,3.4959126,2.7731313,5.4639265,1.6229772,2.4993995,0.9218171,2.2749474,3.2499004,2.8261315,5.3157184,0,6.0704344,4.2878047,2.9094659,2.3587057,4.3817333,1.5479433,5.9709618,2.6943231,1.3650206,4.0878277,0,5.9429344,1.6331522,6.4735353,0,0,4.1383066,2.8681731,0.9054279,1.4244384,6.4850951,7.0820106,2.8380845,3.6617268,3.7142345,4.5818272,2.4294285,1.6371001,5.9705776
gene_1504,7.205236,4.722685,6.265094,7.475328,6.863133,7.778399,6.78436,7.466978,7.973531,7.008888,7.026557,6.646888,7.687187,6.381479,7.777439,7.540337,7.489639,6.778971,6.87508,7.754727,8.070792,7.41422,7.210681,6.958518,7.270791,7.990059,7.026678,7.68043,6.748609,8.269571,6.929803,7.489623,6.476727,5.770818,8.041632,7.670486,7.132618,7.883621,6.355231,5.956879,7.554067,7.886642,7.403481,7.028735,6.85604,5.905132,7.493215,4.84714,7.489326,7.419943
gene_1505,4.6635439,4.4177513,1.5071603,3.696094,3.7857912,3.2611396,4.5138507,3.5097592,3.9434057,2.6359865,6.6183503,4.4096625,4.2803179,2.1137338,2.6714293,5.1288419,3.9033083,3.8772338,4.1169802,1.7517208,4.3371116,3.7006062,5.425654,0.8207304,3.3708338,7.1366836,4.7011054,3.6666884,4.7100239,3.2493391,4.3366476,3.0807088,4.0794037,6.0818658,4.0335375,4.3837112,3.2513404,6.4374908,4.5459375,5.6781254,3.5987106,2.1185591,4.0643224,4.1211646,3.6176864,5.314682,2.8436422,1.6750933,3.9793943,6.4782325
gene_1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4542812,0,0,0,0,0,0,0,0,0,0,0,0.7051375,0,0,0,0,0,0,0,0,0,0,0.4187836,0,0,0,0,0,0,0,0,0
gene_1507,11.476078,11.710509,9.764719,10.84092,13.948988,10.577674,12.582998,11.853742,10.678512,12.199228,12.332509,13.126929,10.608255,12.617394,13.840601,12.944516,14.307663,13.364668,12.60715,12.678675,13.083167,13.416283,13.302782,13.98359,12.97187,12.992722,13.46614,13.565388,10.650468,9.657304,13.454968,12.269638,12.595299,12.464566,10.500414,13.886525,13.668519,13.411657,13.669804,10.401903,13.282941,9.537337,13.132463,13.196757,12.3793,12.969894,10.70641,12.073807,13.571942,11.513659
gene_1508,8.469593,7.712637,3.403377,7.626811,10.753426,8.89836,10.679762,9.848897,10.886123,8.795579,12.162546,10.674519,8.502112,8.159725,7.767992,9.753641,8.591246,11.684188,11.275566,9.022293,10.026717,12.442485,6.070123,6.220392,11.568312,9.070524,8.668757,7.831162,11.424256,10.741467,8.232723,9.107902,10.553341,9.653775,9.728506,8.249052,12.512575,9.527383,8.701109,9.656936,12.907336,7.969139,9.403792,11.840794,12.094167,9.667333,7.929069,9.20349,7.677071,7.93059
gene_1509,5.8403197,2.0941685,0,4.8118717,5.0121217,6.9266281,9.7565913,8.0867785,7.812434,6.2475402,5.5886966,12.2316532,6.4474883,4.8926387,3.3658325,6.145013,6.3996479,11.4074165,12.1714051,6.2079182,6.9944326,10.5384412,8.1299166,2.8339628,12.708004,5.4287655,3.1203519,3.9183862,3.3903375,2.7383139,2.2963693,5.4426483,9.4107969,5.7846375,7.2004082,4.4224281,11.1024219,4.7669184,5.0835283,5.8074528,11.7656881,6.8619554,7.3278131,12.3572001,13.1270512,4.6856487,8.1104833,2.4294285,4.295892,8.5532683
gene_1510,1.598651,0.3236583,0.7965978,0.4348817,1.4359486,2.4042764,9.132911,2.0788489,3.1734633,1.2041407,0.5144,11.7289451,1.12201,0.5018213,0.4414835,0.9218171,8.1484613,12.3625219,11.9708788,0.5592471,0.4462562,9.9299212,3.8316239,0,13.1140221,1.0415934,0.5665716,0,0.4486896,1.1767057,0,0,9.5775591,1.0363275,1.6765382,0.6488335,11.3575905,1.458592,0,2.9972201,11.7099195,1.417542,1.1241296,12.2303507,12.7277014,0,0.9127265,5.2309869,1.7916891,2.5749976
gene_1511,2.3383388,5.6524549,1.3068455,7.8869098,7.0907899,7.1567606,7.633017,7.1405026,8.4367324,8.0955816,6.8715603,9.1174119,6.7185534,1.8057465,5.6759655,8.1905408,4.9222883,9.8120762,10.703523,6.841017,8.2515345,7.4240151,7.472699,1.721985,10.7623488,7.5893515,5.4531554,5.8449907,6.6937239,6.2718085,5.1204681,8.1290202,9.5449625,2.0541191,7.2790255,5.9352971,10.6758071,7.5618836,3.2329523,2.4236857,10.8518193,5.2602478,8.4125952,9.032897,9.5215474,8.1789885,4.2212816,0.7916891,7.3655438,6.1379441
gene_1512,6.605251,7.652587,8.618668,9.189617,7.391183,9.196378,7.054914,6.812883,7.758163,9.585714,7.562769,7.195289,8.438301,5.248895,6.459484,7.881383,7.385069,7.841533,8.615265,10.286223,6.852311,8.745452,7.232613,5.21005,9.282016,6.985216,6.892937,5.793451,7.924112,8.040081,5.666504,6.097333,8.282384,4.712777,8.017376,6.013467,9.707708,6.52226,5.472806,5.678125,9.19404,7.049587,7.87637,7.731889,7.75224,6.895981,7.010992,5.946815,6.508519,6.530759
gene_1513,9.016229,9.518041,10.170138,9.263321,9.656777,9.055632,10.026399,9.846653,10.611726,10.418791,9.044219,9.828135,9.851963,8.891307,10.101175,9.97622,9.429859,10.006817,10.171139,9.117607,9.293175,9.613648,9.649605,8.565209,9.816653,10.433147,8.781861,9.373803,9.814273,10.206123,9.495661,9.564306,10.192108,9.20217,9.484918,9.696109,10.023394,9.80765,9.902473,8.687267,10.157082,9.255095,9.783101,9.764686,10.171014,10.60892,10.069127,9.27504,9.785967,9.698274
gene_1514,9.139963,7.864446,8.513637,7.529735,8.446922,8.096842,9.091443,8.903743,9.481705,7.450931,9.031414,8.828067,8.363662,9.419798,9.278266,8.552665,8.653823,8.851662,8.96852,8.8456,8.657686,10.191059,9.252928,9.656754,8.380868,8.339431,9.033547,6.578453,10.679269,9.732695,8.552519,8.429407,9.206463,9.585594,8.687932,8.348463,8.161883,8.607275,8.963283,10.163323,7.941593,8.102763,9.024998,9.054173,8.869045,8.859914,8.622444,9.612559,9.63139,7.405107
