#Organism/Name	Size (Mb)	GC%	Genes	Proteins
Yersinia enterocolitica	4.63941	47.1	4241	4116
Yersinia enterocolitica	4.79871	47.2	4465	4310
Yersinia enterocolitica	4.56687	47.1	4186	4057
Yersinia enterocolitica	4.63467	46.8	4315	3939
Yersinia enterocolitica	4.46031	46.9	4084	3899
Yersinia enterocolitica	4.41539	47	3980	3803
Yersinia enterocolitica	4.42079	47	3995	3816
Yersinia enterocolitica	4.42721	46.9	4063	3842
Yersinia enterocolitica	4.50947	46.9	4105	3939
Yersinia enterocolitica	4.43896	46.9	3998	3844
Yersinia enterocolitica	4.44635	46.9	4072	3868
Yersinia enterocolitica	4.6571	47.2	4320	4150
Yersinia enterocolitica	4.56939	47.2	4194	4012
Yersinia enterocolitica	4.62794	47.2	4275	4103
Serratia marcescens	5.65925	58.5	5241	5041
Yersinia ruckeri	3.8188	47.4	3435	3288
Yersinia ruckeri	3.68489	47.6	3328	3187
Aeromonas caviae	4.52123	61.3	4126	3921
unidentified eubacterium SCB49	3.21402	34	2985	2948
Firmicutes bacterium CAG:102	2.09004	47.8	2065	2022
Firmicutes bacterium CAG:103	1.8789	62.3	1842	1809
Aggregatibacter aphrophilus NJ8700	2.31326	42.2	2207	2093
Lactobacillus farciminis	2.43058	35.6981	2334	2196
Lactobacillus pentosus	3.71655	46.2	3323	3195
Yersinia enterocolitica	4.70617	47	4266	4131
Yersinia enterocolitica	4.59046	47	4174	4048
Yersinia enterocolitica	4.62	47.1	4206	4056
Yersinia enterocolitica	4.83529	47.3	4415	4260
Yersinia enterocolitica	4.50916	46.9	4099	3938
Yersinia enterocolitica	4.60956	46.8	4316	3936
Yersinia enterocolitica	4.44649	47	4025	3871
Yersinia enterocolitica	4.6456	47.2	4220	4097
Yersinia enterocolitica	4.6452	47.2	4222	4090
Yersinia enterocolitica	4.52085	46.9	4120	3950
Yersinia enterocolitica	4.49605	46.9	4085	3897
Yersinia enterocolitica	4.49694	46.9	4115	3933
Yersinia enterocolitica	4.81924	47	4432	4279
Yersinia enterocolitica	4.69228	47	4244	4116
Yersinia enterocolitica	4.63604	47.2	4195	4064
Yersinia enterocolitica	4.53876	46.8	4146	3956
Yersinia enterocolitica	4.44509	47	4023	3869
Yersinia enterocolitica	4.38579	46.9	3981	3814
Yersinia enterocolitica	4.55214	46.9	4164	3973
Yersinia enterocolitica	4.74758	47.2	4311	4199
Yersinia enterocolitica	4.45483	46.9	4034	3867
Yersinia enterocolitica	4.85281	47.1	4478	4328
Yersinia enterocolitica	4.5007	47	4085	3925
Yersinia enterocolitica	4.69826	47.1	4263	4140
Yersinia enterocolitica	4.64142	47.1	4198	4080
Yersinia enterocolitica	4.45096	46.9	4039	3865
Yersinia enterocolitica	4.78385	47.2	4436	4286
Yersinia enterocolitica	4.50802	47	4107	3944
Yersinia enterocolitica	4.4518	46.9	4031	3863
Yersinia enterocolitica	4.9431	47.2	4589	4440
Yersinia enterocolitica	4.44639	46.9	4053	3846
Yersinia enterocolitica	4.46295	47	4039	3885
Yersinia enterocolitica	4.44555	46.9	4080	3887
Yersinia enterocolitica	4.57831	46.8	4187	4018
Yersinia enterocolitica	4.72656	47.1	4292	4165
Yersinia enterocolitica	4.64915	46.7	4257	4099
Yersinia enterocolitica	6.09934	47.3	4578	4557
Yersinia enterocolitica	4.58923	47.1	4160	4028
Yersinia enterocolitica	4.69483	47.1	4249	4136
Yersinia enterocolitica	4.61636	47	4236	4053
Staphylococcus haemolyticus	3.11807	32.6	2546	2538
Staphylococcus haemolyticus	2.52374	32.6	2478	2363
Staphylococcus haemolyticus	3.18352	32.7	3205	2776
Staphylococcus haemolyticus	2.52854	32.6	2471	2347
Staphylococcus haemolyticus	2.48862	32.8	2429	2320
Staphylococcus haemolyticus	2.41524	32.7	2326	2238
Staphylococcus haemolyticus	2.66859	33.6	2559	2432
Staphylococcus haemolyticus	2.50617	32.6	2453	2335
Staphylococcus haemolyticus	2.52538	32.6	2458	2370
Staphylococcus haemolyticus	2.53907	32.7	2464	2353
Staphylococcus haemolyticus	2.44803	32.7	2373	2277
Staphylococcus haemolyticus	2.49383	32.6	2440	2325
Staphylococcus haemolyticus	2.54104	32.7	2491	2374
Staphylococcus haemolyticus	2.62603	32.6	2540	2429
Staphylococcus haemolyticus	2.48138	32.6	2386	2291
Staphylococcus haemolyticus	2.37284	32.6	2301	2152
Staphylococcus haemolyticus	2.47562	32.7	2416	2301
Staphylococcus haemolyticus	2.55525	32.7	2499	2397
Staphylococcus haemolyticus	2.51814	32.7	2467	2351
Staphylococcus haemolyticus	2.62122	32.7	2574	2464
Staphylococcus haemolyticus	2.58333	32.5	2533	2405
Staphylococcus haemolyticus	2.51392	32.6	2453	2311
Staphylococcus haemolyticus	2.47644	32.7	2390	2306
Staphylococcus haemolyticus	2.51124	32.7	2430	2344
Staphylococcus haemolyticus	2.46498	32.7	2396	2307
Staphylococcus haemolyticus	2.49297	32.6	2432	2328
Staphylococcus haemolyticus	2.44849	32.7	2373	2284
Staphylococcus haemolyticus	2.45384	32.7	2382	2274
Staphylococcus haemolyticus	2.55039	32.5	2489	2388
Staphylococcus haemolyticus	2.49283	32.7	2409	2314
Staphylococcus haemolyticus	2.47585	32.7	2403	2315
Staphylococcus haemolyticus	2.37283	32.7	2284	2183
Staphylococcus haemolyticus	2.54588	32.7	2480	2391
Staphylococcus haemolyticus	2.46345	32.7	2378	2267
Staphylococcus haemolyticus	2.33282	32.6	2267	2144
Staphylococcus haemolyticus	2.45427	32.4	2388	2237
Staphylococcus haemolyticus	2.43651	32.6	2370	2265
Staphylococcus haemolyticus	2.39859	32.7	2345	2226
Staphylococcus haemolyticus	2.50067	32.7	2408	2323
Staphylococcus haemolyticus	2.46654	32.7	2397	2310
Staphylococcus haemolyticus	2.52468	32.6	2472	2355
Staphylococcus haemolyticus	2.45228	32.7	2382	2273
Staphylococcus haemolyticus	2.50998	32.7	2426	2331
Staphylococcus haemolyticus	2.4431	32.6	2338	2250
Staphylococcus haemolyticus	2.52216	32.7	2462	2343
Staphylococcus haemolyticus	2.41435	32.7	2319	2232
Staphylococcus haemolyticus	2.54521	32.7	2466	2371
Staphylococcus haemolyticus	2.78124	32.6	2785	2515
Staphylococcus haemolyticus	2.49668	32.8	2433	2327
Staphylococcus haemolyticus	2.55343	32.6	2517	2397
Staphylococcus haemolyticus	2.62496	32.6	2544	2438
Staphylococcus haemolyticus	2.48937	32.6	2424	2296
Staphylococcus haemolyticus	2.38973	32.7	2308	2206
Staphylococcus haemolyticus	2.40036	32.7	2309	2222
Staphylococcus haemolyticus	2.61149	32.5	2539	2417
Staphylococcus haemolyticus	2.58101	32.6	2531	2401
Staphylococcus haemolyticus	2.50143	32.7	2438	2326
Staphylococcus haemolyticus	2.50913	32.7	2452	2341
Staphylococcus haemolyticus	2.43332	32.6	2368	2271
Staphylococcus haemolyticus	2.45338	32.7	2374	2270
Staphylococcus haemolyticus	2.38972	32.7	2315	2217
Staphylococcus haemolyticus	2.49396	32.7	2410	2323
Staphylococcus haemolyticus	2.51705	32.7	2471	2358
Staphylococcus haemolyticus	2.60853	32.6	2569	2455
Staphylococcus haemolyticus	2.33139	32.7	2255	2153
Staphylococcus haemolyticus	2.44176	32.7	2368	2272
Staphylococcus haemolyticus	2.52128	32.6	2434	2337
Staphylococcus haemolyticus	2.51073	32.7	2461	2344
Staphylococcus haemolyticus	2.39269	32.7	2298	2220
Staphylococcus haemolyticus	2.55603	32.6	2489	2392
Staphylococcus haemolyticus	2.52264	32.6	2465	2354
Staphylococcus haemolyticus	2.43899	32.6	2353	2266
Staphylococcus haemolyticus	2.58763	32.7	2526	2427
Staphylococcus haemolyticus	2.45725	32.6	2379	2270
Staphylococcus haemolyticus	2.51164	32.6	2405	2321
Staphylococcus haemolyticus	2.54528	32.6	2470	2373
Staphylococcus haemolyticus	2.53051	32.6	2469	2356
Staphylococcus haemolyticus	2.47215	32.7	2382	2289
Staphylococcus haemolyticus	2.49649	32.7	2442	2325
Staphylococcus haemolyticus	2.5864	32.6	2508	2391
Staphylococcus haemolyticus	2.46355	32.7	2384	2305
Staphylococcus haemolyticus	2.51417	32.7	2454	2323
Staphylococcus haemolyticus	2.55185	32.6	2510	2383
Staphylococcus haemolyticus	2.60643	32.6	2533	2443
Staphylococcus haemolyticus	2.44414	32.6	2347	2230
Staphylococcus haemolyticus	2.50866	32.7	2435	2341
Staphylococcus haemolyticus	2.4973	32.7	2469	2349
Staphylococcus haemolyticus	2.51174	32.8	2477	2369
Staphylococcus haemolyticus	2.65816	32.6	2643	2522
Staphylococcus haemolyticus	2.51393	32.6	2441	2352
Staphylococcus haemolyticus	2.94051	32.6	2960	2651
Staphylococcus haemolyticus	2.54045	32.7	2472	2376
Staphylococcus haemolyticus	2.5377	32.6	2464	2364
Staphylococcus haemolyticus	2.56202	32.6	2525	2388
Staphylococcus haemolyticus	2.39919	32.7	2295	2209
Staphylococcus haemolyticus	2.51219	32.6	2455	2348
Staphylococcus haemolyticus	2.67365	32.6	2628	2515
Staphylococcus haemolyticus	2.72407	32.5	2663	2545
Staphylococcus haemolyticus	2.51834	32.7	2447	2332
Staphylococcus haemolyticus	2.44688	32.7	2343	2262
Staphylococcus haemolyticus	2.4813	32.7	2417	2324
Staphylococcus haemolyticus	2.50735	32.7	2456	2337
Staphylococcus haemolyticus	2.58388	32.7	2535	2426
Staphylococcus haemolyticus	2.45833	32.8	2362	2241
Staphylococcus haemolyticus	2.52101	32.7	2473	2355
Staphylococcus haemolyticus	2.51864	32.7	2462	2339
Staphylococcus haemolyticus	2.60887	32.6	2545	2442
Staphylococcus haemolyticus	2.47936	32.6	2403	2289
Staphylococcus haemolyticus	2.53801	32.6	2465	2366
Campylobacter coli	1.70095	31.4	1771	1673
Campylobacter coli	1.68573	31.3	1765	1684
Campylobacter coli	1.74519	31.3	1842	1763
Campylobacter coli	1.6561	31.4	1718	1634
Campylobacter coli	1.66472	31.4	1722	1634
Campylobacter coli	1.69991	31.3	1776	1672
Campylobacter coli	1.72727	31.3	1821	1733
Campylobacter coli	1.80431	31.1	1872	1772
Campylobacter coli	1.64308	31.4	1701	1629
Campylobacter coli	1.70725	31.1	1787	1650
Campylobacter coli	1.68589	31.3	1759	1678
Campylobacter coli	1.68599	31.3	1751	1664
Campylobacter coli	1.64335	31.4	1702	1628
Campylobacter coli	1.68121	31.4	1733	1646
Campylobacter coli	1.69944	31.3	1759	1680
Campylobacter coli	1.64908	31.4	1711	1629
Campylobacter coli	1.78026	31.1	1852	1749
Campylobacter coli	1.78077	31.1	1853	1749
Campylobacter coli	1.72924	31.1	1804	1713
Campylobacter coli	1.77296	31.3	1872	1776
Campylobacter coli	1.70789	31.3	1782	1705
Campylobacter coli	1.6987	31.3	1774	1688
Campylobacter coli	1.68238	31.3	1756	1679
Campylobacter coli	1.70818	31.3	1782	1701
Campylobacter coli	1.71148	31.3	1791	1711
Campylobacter coli	1.66047	31.4	1724	1630
Campylobacter coli	1.69152	31.3	1750	1657
Campylobacter coli	1.73108	31.3	1826	1735
Campylobacter coli	1.66056	31.4	1720	1631
Campylobacter coli	1.77404	31.3	1868	1781
Campylobacter coli	1.68278	31.4	1747	1651
Campylobacter coli	1.66173	31.4	1723	1639
Campylobacter coli	1.80701	31.1	1910	1801
Campylobacter coli	1.69758	31.4	1789	1694
Campylobacter coli	1.66794	31.4	1727	1636
Campylobacter coli	1.76234	31.3	1852	1756
Campylobacter coli	1.68054	31.3	1752	1671
Campylobacter coli	1.77258	31.2	1825	1723
Campylobacter coli	1.70065	31.3	1786	1697
Campylobacter coli	1.79767	31	1870	1775
Campylobacter coli	1.69251	31.4	1779	1690
Campylobacter coli	1.69115	31.3	1757	1678
Campylobacter coli	1.68304	31.3	1754	1659
Campylobacter coli	1.66315	31.4	1716	1631
Campylobacter coli	1.64523	31.4	1703	1627
Campylobacter coli	1.734	31.3	1821	1728
Campylobacter coli	1.70936	31.2	1778	1685
Lactobacillus paracasei	2.97335	46.3262	2947	2719
Lactobacillus paracasei	3.07644	46.3	2973	2821
Aeromonas caviae	4.5792	61.1	4187	3890
Corynebacterium striatum	15.7843	51.7	2997	2924
Morganella morganii	4.26782	50.5	4089	3956
Comamonas testosteroni	5.50106	61.5	4985	4793
Enterococcus durans	3.0718	37.8306	2937	2595
Vibrio alginolyticus	5.2841	44.6	4705	4573
Providencia stuartii	4.43864	41.7	4128	3966
Vibrio alginolyticus	4.46823	42.8	3975	3825
Enterococcus durans	3.07188	37.8306	2929	2569
Vibrio alginolyticus	5.31617	44.6	4820	4644
Aeromonas caviae	4.70059	61	4272	4030
Vibrio alginolyticus	5.10241	44.5	4597	4462
Citrobacter freundii	5.66353	51.9	5440	5258
Candidatus Rickettsia amblyommii	1.45621	32.4132	1511	1162
Spiroplasma kunkelii CR2-3x	1.51456	25.0104	1621	1375
Morganella morganii	3.98264	50.5	3815	3518
Cronobacter universalis NCTC 9529	4.43687	57.8737	4096	3950
Cronobacter condimenti 1330	4.49948	55.7394	4123	3966
Serratia marcescens	5.12703	59.6	4745	4593
Gordonia sp. NB4-1Y	5.62605	68	4959	4391
Citrobacter freundii	5.08032	51.7	4861	4768
Trueperella pyogenes	2.29582	59.7	2038	1920
Lachnospiraceae oral taxon 107 str. F0167	3.2881	35.7	3026	2769
Campylobacter coli	1.79334	31	1863	1741
Campylobacter coli	1.8335	31	1935	1799
Campylobacter coli	1.84137	31	1945	1816
Campylobacter coli	1.81505	31	1913	1739
Campylobacter coli	1.79184	31.1	1913	1692
Campylobacter coli	1.80298	31	1925	1704
Campylobacter coli	1.79478	31	1888	1712
Campylobacter coli	1.79548	31.1	1876	1689
Campylobacter coli	1.80346	31	1875	1731
Campylobacter coli	1.79713	31.1	1858	1752
Campylobacter coli	1.77926	31.1	1925	1683
Campylobacter coli	1.7997	31	1883	1740
Campylobacter coli	1.80259	31	1869	1743
Campylobacter coli	1.79344	31.1	1877	1749
Campylobacter coli	1.72226	31.3	1806	1715
Campylobacter coli	1.80297	31.1	1876	1762
Campylobacter coli	1.77491	31.1	1837	1728
Campylobacter coli	1.79613	31	1913	1737
Campylobacter coli	1.79734	31.1	1887	1734
Campylobacter coli	1.79696	31	1866	1744
Campylobacter coli	1.7249	30.3	1819	1690
Campylobacter coli	1.84173	31	1971	1751
Campylobacter coli	1.6216	30.4	1700	1609
Campylobacter coli	1.81058	31.1	1903	1737
Campylobacter coli	1.79168	31	1858	1749
Campylobacter coli	1.7882	31	1859	1741
Campylobacter coli	1.79453	31	1895	1728
Campylobacter coli	1.69066	31.3	1766	1645
Campylobacter coli	1.82689	31	1959	1757
Campylobacter coli	1.799	31	1870	1752
Campylobacter coli	1.72582	30.3	1841	1715
Campylobacter coli	2.00613	31.6	2049	1759
Proteus vulgaris	3.79498	38.8	3423	3194
Yersinia pestis CO92	4.72285	47.6113	4308	4200
Pantoea agglomerans	4.77592	55.0821	4463	4391
Comamonas testosteroni	5.89032	61.3	5446	5258
Serratia marcescens	5.23337	59.8174	4944	4774
Pediococcus acidilactici	1.9914	42.1	1938	1525
Yersinia enterocolitica	4.83732	47.0053	4324	4190
Yersinia enterocolitica	4.65108	46.9582	4182	4005
Campylobacter coli	1.72051	31.4	1801	1637
Vibrio alginolyticus	5.42007	44.5	4941	4722
Vibrio alginolyticus	5.31973	44.6	4780	4600
Vibrio alginolyticus	5.20447	44.6	4666	4500
Vibrio alginolyticus	5.86221	44.2	5420	5221
Sphingopyxis macrogoltabida	5.09855	64.6475	4779	4642
Escherichia coli str. K-12 substr. MG1655	4.64166	50.8	4580	4398
Weissella cibaria	2.58198	44.7608	2461	2267
Sphingopyxis macrogoltabida	5.74862	64.8131	5518	5352
Bacteroides coprophilus DSM 18228 = JCM 13818	3.87632	45.7	3428	2675
Yersinia enterocolitica	4.52163	46.8	4112	3943
Yersinia enterocolitica	4.58896	47	4179	4052
Yersinia enterocolitica	4.67484	47.1	4261	4119
Yersinia enterocolitica	4.46407	46.9	4080	3887
Yersinia enterocolitica	4.44597	46.9	4027	3868
Yersinia enterocolitica	4.84716	47.1	4495	4339
Yersinia enterocolitica	4.47716	47	4064	3907
Yersinia enterocolitica	4.51451	46.8	4116	3953
Yersinia enterocolitica	4.4545	47.1	4037	3869
Yersinia enterocolitica	4.81069	47.3	4429	4284
Yersinia enterocolitica	4.27356	49.1	3826	3719
Yersinia enterocolitica	4.69066	46.8	4335	3999
Yersinia enterocolitica	4.5638	47	4162	4006
Yersinia enterocolitica	4.3742	46.9	3949	3787
Yersinia enterocolitica	4.49069	46.9	4109	3927
Citrobacter freundii	6.18597	51.8	6066	5701
Citrobacter freundii	5.95509	52	5838	5427
Synechocystis sp. PCC 6803	3.5692	47.7	3299	3233
Thermus aquaticus Y51MC23	2.33864	68.0413	2574	2519
Anaerostipes hadrus DSM 3319	2.77223	37.1	2679	2581
Porphyromonas catoniae F0037	2.10148	51	1665	1586
Prevotella saccharolytica F0055	2.85349	43.1	2203	2085
Thermoanaerobacter thermohydrosulfuricus WC1	2.57548	34.4	2566	2437
Prevotella sp. oral taxon 473 str. F0040	2.55302	46.1	1948	1830
[Ruminococcus] torques	2.75687	41.2	2555	2445
[Ruminococcus] torques	3.00415	42	2721	2594
[Ruminococcus] torques	3.32653	40.9	3102	2966
[Ruminococcus] torques	7.98833	42	7331	7226
[Ruminococcus] torques	5.81403	41.2	5447	5159
[Ruminococcus] torques	3.01787	40.9	2812	2672
Bacteroides uniformis	4.51501	47.1	3661	3291
Bacteroides uniformis	4.89327	46.2	3968	3821
Bacteroides uniformis	4.94319	46.3	4163	4009
Bacteroides uniformis	4.88323	46.5	4094	3967
Bacteroides uniformis	4.5732	46.4	3785	3628
Bacteroides uniformis	4.78473	46.5	3861	3729
Bifidobacterium pseudocatenulatum	2.30387	56.5	1965	1863
Streptomyces venezuelae	9.0344	71.7	8015	7618
Citrobacter freundii	4.89635	52	4571	4421
Citrobacter freundii	5.2853	51.5	5031	4873
Citrobacter freundii	5.25478	51.5	4990	4864
Citrobacter freundii	5.25674	51.5	4990	4863
Citrobacter freundii	5.34978	51.5	5123	4907
Citrobacter freundii	5.33179	51.5	5102	4944
Citrobacter freundii	5.34997	51.5	5119	4927
Citrobacter freundii	5.33127	51.5	5080	4954
Citrobacter freundii	5.33041	51.5	5079	4952
Citrobacter freundii	5.29337	51.5	5042	4859
Citrobacter freundii	5.19699	51.6	4940	4726
Citrobacter freundii	5.25484	51.5	4990	4858
Citrobacter freundii	5.25565	51.5	4990	4859
Citrobacter freundii	5.25457	51.5	4990	4861
Citrobacter freundii	5.25209	51.5	5028	4870
Citrobacter freundii	5.16916	51.6	4924	4752
Citrobacter freundii	5.33552	51.5	5144	4931
Citrobacter freundii	5.33141	51.5	5091	4950
Citrobacter freundii	5.16986	51.6	4876	4762
Citrobacter freundii	5.25347	51.5	5007	4857
Citrobacter freundii	5.33176	51.5	5090	4953
Citrobacter freundii	5.33159	51.5	5099	4945
Citrobacter freundii	5.3303	51.5	5079	4951
Citrobacter freundii	5.25641	51.5	5007	4861
Citrobacter freundii	5.25427	51.5	4997	4853
Citrobacter freundii	5.25145	51.5	4987	4851
Campylobacter coli	1.88647	31	1992	1877
Campylobacter coli	1.84619	31.1	1940	1848
Campylobacter coli	1.8427	31.1	1945	1841
Campylobacter coli	1.70859	31.4	1764	1672
Campylobacter coli	1.72261	31.4	1794	1709
Campylobacter coli	1.74359	31.3	1808	1713
Campylobacter coli	1.70799	31.4	1764	1682
Campylobacter coli	1.71009	31.4	1770	1686
Campylobacter coli	1.92687	30.9	2056	1934
Campylobacter coli	1.73593	31.3	1801	1710
Campylobacter coli	1.70451	31.4	1784	1652
Campylobacter coli	1.90928	30.9	2034	1898
Campylobacter coli	1.73473	31.3	1797	1704
Campylobacter coli	1.73632	31.4	1795	1680
Campylobacter coli	1.73722	31.3	1787	1694
Campylobacter coli	1.73829	31.3	1803	1719
Campylobacter coli	1.73935	31.4	1802	1711
Campylobacter coli	1.71036	31.4	1772	1688
Campylobacter coli	1.72595	31.4	1797	1714
Campylobacter coli	1.73678	31.3	1803	1713
Campylobacter coli	1.72085	31.2	1793	1678
Campylobacter coli	1.73021	31.3	1796	1704
Campylobacter coli	1.75911	31.3	1847	1758
Campylobacter coli	1.76213	31.3	1854	1770
Campylobacter coli	1.73651	31.4	1800	1682
Campylobacter coli	1.73534	31.3	1806	1708
Campylobacter coli	1.71788	31.3	1780	1687
Campylobacter coli	1.93804	31	2062	1927
Campylobacter coli	1.8086	31.1	1867	1764
Campylobacter coli	1.74104	31.3	1803	1706
Campylobacter coli	1.74556	31.3	1834	1749
Serratia marcescens	5.59461	59.0349	5225	5069
Campylobacter coli	1.70785	31.3329	1767	1667
Campylobacter coli	1.72745	31.3078	1790	1697
Campylobacter coli	1.75563	31.3118	1840	1742
Vibrio fluvialis	4.52416	50	4177	4023
Streptomyces phaeochromogenes	10.9355	70.2	9452	8792
Agrobacterium rhizogenes	7.06462	60	6667	6520
Cedecea davisae DSM 4568	4.88698	54.3	4455	4338
Bacillus vireti LMG 21834	5.28373	39.7	5020	4892
Bacillus marmarensis DSM 21297	4.02059	39.8	3995	3911
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	5.11381	45	4631	4322
Actinomyces johnsonii F0510	3.38306	67.3	2866	2555
Alcaligenes sp. EGD-AK7	4.27645	56.6	3927	3837
Clostridium intestinale URNW	4.67767	30.2	4634	4338
Methyloglobulus morosus KoM1	4.13694	47.3	3758	3573
Pantoea dispersa EGD-AAK13	4.76458	57.8	4360	4256
Lyngbya aestuarii BL J	6.86763	41.2	5566	5203
Youngiibacter fragilis 232.1	3.98823	46.6	3794	3641
Mycobacterium haemophilum DSM 44634	4.23576	63.9	3931	3730
Borrelia miyamotoi LB-2001	0.937966	28.6967	865	802
Lactobacillus reuteri DSM 20016	1.93586	38.6	1927	1846
Olsenella uli DSM 7084	2.05713	64.6	1801	1695
Lactobacillus ultunensis DSM 16047	2.16177	35.9	2074	1946
Lactobacillus antri DSM 16041	2.24184	51.1	2117	2021
Lactobacillus amylolyticus DSM 11664	1.53739	38.2	1540	1404
Pediococcus acidilactici	1.92852	42.1	1819	1760
Staphylococcus simulans	2.67111	36.1	2598	2490
Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	2.70508	42.9	2613	2494
Lactobacillus animalis KCTC 3501 = DSM 20602	1.88019	41.1	1823	1711
Fructobacillus fructosus KCTC 3544	1.48486	44.6	1510	1404
Lactobacillus acidipiscis	2.31809	39.1	2169	2038
Pediococcus damnosus	2.19173	38.2	2101	1981
Lactobacillus mali KCTC 3596 = DSM 20444	2.59341	36.1	2527	2442
Lactobacillus rossiae DSM 15814	2.86529	43.3	2690	2596
Weissella halotolerans DSM 20190	1.36607	43.1	1361	1286
Lactobacillus parabrevis ATCC 53295	2.61421	49	2384	2290
Propionibacterium acidipropionici	3.65138	68.8	3318	3162
Campylobacter coli	1.91543	31	2091	1994
Campylobacter coli	1.8963	31	2005	1872
Campylobacter coli	1.82884	31.1	1900	1804
Campylobacter coli	1.74449	31.5	1898	1619
Campylobacter coli	1.7176	31.3	1799	1726
Campylobacter coli	1.86108	31.1	1967	1862
Campylobacter coli	1.85658	31	1951	1827
Campylobacter coli	1.6364	31.4	1698	1617
Campylobacter coli	1.93528	30.9	2032	1903
Campylobacter coli	1.70818	31.3	1765	1689
Campylobacter coli	1.78541	31.3	1879	1782
Campylobacter coli	1.83757	31	1913	1787
Campylobacter coli	1.81494	31	1896	1786
Campylobacter coli	1.86384	31.1	1951	1844
Campylobacter coli	1.75286	31.1	1816	1721
Campylobacter coli	1.72531	31.3	1798	1711
Campylobacter coli	1.80445	31	1878	1757
Campylobacter coli	1.84488	31.1	1914	1811
Campylobacter coli	1.75563	31.2	1832	1742
Campylobacter coli	1.78896	31.1	1875	1771
Campylobacter coli	1.63296	31.4	1697	1609
Campylobacter coli	1.9023	31.1	2003	1910
